gene	logFC	padj
BEX2	0.111346476	0.903543732
RNF128	0.888917975	0.161344004
TBC1D8B	-0.15577916	0.774670945
FAM104A	-0.015243971	0.889450925
SLC39A11	0.269993008	0.035999438
EPHB2	0.813965748	0.000265458
SRRM1	0.055306534	0.389360839
BTBD2	0.302853116	0.004372866
PDE6B	-0.538586531	0.669785987
HSPBP1	-0.115676466	0.069065686
CSNK1G2	0.098592682	0.115634448
SLF1	-0.437676788	0.001211149
CNDP2	-0.149034407	0.05983313
MACROD1	-0.011517443	0.951401489
WDR74	-0.231260202	0.009077348
RTN3	-0.305984057	0.015592625
PLAAT4	0.153966955	0.580365683
PLAAT2	0.411608865	0.551869169
MYH11	0.112599494	0.900671154
CEP20	-0.329356224	0.006959748
PDZD2	0.450451483	0.521661823
MORC2	0.353259654	0.004022703
LARGE1	0.5360277	0.036644282
GSTT2B	0.259406119	0.333144335
SLC2A11	0.062796237	0.696151723
C1QTNF6	0.060170649	0.822499261
FAM83F	-0.151461075	0.831158083
SEC14L4	1.54109163	0.093901107
ADCK2	0.34786465	0.003168122
MKRN1	0.173901538	0.025536868
AGAP3	0.289585856	0.012506608
KRBA1	0.43692203	0.108816433
ACTR3B	-0.304950699	0.023197329
NTS	-1.754712473	0.161197176
LRRIQ1	-0.383158298	0.790031063
C12orf29	-0.367933469	0.004384848
ATP13A3	0.349122176	0.007891938
SFTPD	0.081883052	0.952663709
TMEM254	0.008786127	0.964492963
TMTC1	0.237900754	0.754745263
KRAS	-2.804039456	2.86E-05
IPO8	-0.511549885	6.47E-05
LARS1	-0.249179389	0.019964952
SPINK5	-0.093533426	0.942438984
IMPA1	-0.75802828	0.001841189
LRRCC1	-0.868254537	0.129125718
SWAP70	0.250801571	0.009184665
AMPD3	-0.890118765	0.000734195
SBF2	-0.156296008	0.071106071
MICAL2	0.24221769	0.156821654
RRAS2	-0.317031757	0.003498899
HSD17B4	0.168063465	0.058031518
ZFC3H1	0.265556161	0.021278516
TEX15	-0.176887701	0.814082916
SARAF	0.209636669	0.002887111
RNF122	0.61304792	0.095871369
ERG28	0.232909929	0.00653226
DGLUCY	0.503852614	0.000882664
UNC79	0.034013052	0.980966614
NUMB	0.029036717	0.68712425
COX16	-0.151234238	0.03891278
TTC9	-0.002909208	0.98713786
EIF2S1	-0.464485027	0.002560326
CTIF	1.126646366	4.61E-05
MRO	-0.059929934	0.961367008
IER3IP1	-0.340423735	0.017390535
MRPS36	-0.099381351	0.438697418
CCNB1	-0.580542849	0.000536323
IRAK2	-0.405928995	0.017894934
CAMK1	0.12388639	0.871267297
THUMPD3	0.149876781	0.050051916
ARL8B	-0.722314418	3.98E-05
EDEM1	-0.550735289	0.000167404
DPH6	-0.399257267	0.002199713
KATNBL1	-0.587483071	0.00034921
EMC7	0.06154743	0.375218113
GSTM1	-0.205566217	0.801513836
PRPF38B	-0.027037903	0.827276726
REG4	-1.034231755	0.3082094
TSPAN2	-0.293509497	0.595516322
GSTM3	0.211121585	0.680513656
VAV3	0.457809562	0.760352555
PSRC1	-0.43757016	0.014994148
HMGCS2	0.762295035	0.691032804
SORT1	0.207640353	0.219911072
WNT2B	0.496579179	0.191010707
PTGFRN	0.402688447	0.001727535
LAMTOR5	-0.183690555	0.324861418
TRIM45	0.20085885	0.175563641
CEPT1	0.107705893	0.151584243
VTCN1	0.73745415	0.293623409
NGF	0.11349425	0.882857591
AP4B1	-0.30092719	0.076737863
NAPG	-0.339972464	0.017610922
SPIRE1	-0.110222844	0.446045316
FKBP11	0.068355953	0.881882436
ARF3	0.004901068	0.961818567
TMEM106C	0.112078912	0.387111943
SLC38A2	-0.236259619	0.12668721
YWHAQ	0.088614456	0.206538732
KIDINS220	0.376253589	0.002430706
ROCK2	-0.372545874	0.000105023
RSAD2	0.574134923	0.220015254
CMPK2	0.341229389	0.610998849
IAH1	0.398020435	0.004711072
LDHA	-0.267140603	0.028822857
SAA2	-0.528197691	0.744538291
IL6ST	0.268445028	0.021227418
FST	-1.465885439	0.046632119
NAV1	0.308452408	0.097598013
TIMM17A	-0.440981907	0.000628259
ERN2	0.658806215	0.012635991
RPS15A	-0.111137251	0.45912187
NARS1	-0.174932417	0.039501382
RELCH	-0.053962411	0.751207191
FBH1	0.098178612	0.199403261
RBM17	0.420136496	0.000691593
ANKRD16	-0.271426091	0.153690784
ECHDC3	-0.063273319	0.947553568
IL15RA	-0.189291857	0.504382367
TMEM241	0.12744833	0.494123825
CABLES1	0.659076978	0.004958618
EMP1	-0.985335152	0.000482885
RERG	0.156602524	0.859899243
SLCO1B1	-0.45584375	0.960414916
SPX	-0.807002431	0.482291139
LRP4	0.511652659	0.271774926
DDB2	-0.070617344	0.523071224
ACP2	-0.090298178	0.434416285
RTL8C	0.113939223	0.134344574
RAB33A	0.807730947	0.994605908
RBMX2	-0.411926613	0.000322078
STK26	-0.273851664	0.005245489
PIWIL4	-0.404338389	0.598599207
PUM1	0.076862992	0.154814393
SPOCD1	-0.164026373	0.706510377
YARS1	-0.383959804	0.019799093
PHC2	-0.746054131	0.000416742
CDCA8	-0.610234249	0.000319972
GNL2	0.110663149	0.331015772
AGO4	0.940827777	0.000229991
HOOK1	-0.892321415	0.193169324
CYP2J2	0.846355051	0.147806906
BTF3L4	-0.672173935	0.000224421
TUT4	0.087431536	0.359478127
PRPF38A	-0.587368189	4.39E-05
DSC2	-0.093231411	0.447465357
DSG3	-0.8291739	0.573299592
RNF138	-0.526587104	6.93E-05
DSC3	0.680961645	0.32159946
DSC1	0.943683812	0.382065738
DTNA	-1.483406768	0.16028946
FHOD3	-0.232417317	0.525347237
TPGS2	-0.179142014	0.084182854
DAGLA	1.055580745	0.001198934
SLC43A3	0.131863871	0.879241582
TIMM10	-0.308857573	0.009711551
DHX34	-0.108645278	0.158098936
FADS2	0.456186607	0.004132878
TMEM258	-0.186183864	0.471382
TCN1	-0.978208322	0.005265299
C5AR2	0.21457466	0.95813243
TMEM165	-0.017175681	0.904889813
GGACT	1.163843427	0.056542293
COL4A2	-0.563807826	0.05322079
CLDN10	0.066857059	0.946020373
DZIP1	-0.00466012	0.993002539
UBAC2	0.318203773	0.001550978
BIVM	0.178219583	0.121542396
ERCC5	0.179495315	0.105948473
TPP2	-0.061030859	0.457337333
POGLUT2	0.812017315	0.000910467
CARS2	0.39265354	0.012079688
ARHGAP32	-0.140673853	0.274685987
STT3A	0.194691041	0.051302853
SLC37A2	-0.446798274	0.211360004
TMED7	-0.003248604	0.971248427
APC	-0.001373972	0.990236846
NREP	-0.158539362	0.610503476
WDR36	0.082417883	0.391098473
OSTF1	-0.277502326	0.04975702
RFK	-0.03582906	0.702082456
UBQLN1	-0.184284981	0.00617559
NAA35	-0.033288812	0.709207172
C9orf40	-0.188762846	0.086717258
ANXA1	-0.903593675	8.69E-05
CTSL	-0.275465627	0.011641081
CEMIP2	-0.204917698	0.163622231
AGTPBP1	-0.102013449	0.25103122
GOLM1	0.151761504	0.244165799
FAM189A2	-0.038303976	0.973322888
PSAT1	-0.639424935	0.027331816
ISCA1	-0.453908326	0.001300088
ADAM19	-0.278740909	0.624356469
CCNJL	-0.540521042	0.003206292
TAOK3	-0.017948821	0.91948979
USP30	0.184315964	0.142058385
MSI1	0.513894909	0.435203265
FBXO21	-0.072007115	0.242612106
OASL	0.132321147	0.630335932
HRK	0.202358236	0.715547417
RNFT2	0.434974617	0.160881875
P2RX4	0.532428381	0.001742656
BICDL1	0.876655713	0.002266937
TRAFD1	-0.114442551	0.675078752
TMEM243	-0.31594771	0.125248641
CCDC146	0.83161727	0.186292383
TMEM60	-0.157251379	0.33251391
CD36	-0.917992465	0.429870247
PNPLA8	-0.036403202	0.685280227
HILPDA	-0.028520173	0.886907609
RINT1	-0.159401514	0.035773809
SRPK2	0.441980334	0.000937772
KCP	0.081008225	0.961784548
TES	-0.521118517	0.118479845
MDFIC	-0.061871743	0.531377295
MTO1	-0.192416546	0.035220664
ANKRD6	0.423494176	0.115426398
HTR1B	-0.177317223	0.870048728
KHDC1	0.229759972	0.648992982
CEP162	-0.084266995	0.64117184
SYNCRIP	-0.271550233	0.001262369
SNX14	-0.225476547	0.004221342
NT5E	-2.461685915	4.02E-05
MRAP2	-0.32935836	0.995760808
EPHA7	-0.105281966	0.724075881
AKIRIN2	0.110988645	0.486196623
ORC3	-0.325830346	0.000467739
LCA5	-0.805479373	0.001475011
MAP3K7	0.355046174	0.00199016
CGA	-0.256660703	0.870534978
PRR5L	0.046087986	0.898908445
NAT10	0.042620796	0.769927597
PRRG4	-0.123016503	0.594448422
CAPRIN1	-0.063402009	0.302594844
ATP5MC2	-0.136173067	0.297557387
DNAJC14	-0.030488663	0.698086669
CD63	0.080728811	0.545717625
PRPH	0.288995184	0.55911604
AVIL	0.100386899	0.900218155
GDF11	1.636048897	0.000102209
GLS2	0.163857889	0.881882436
ITGA7	-0.09870232	0.858258897
FAM186B	-0.487228539	0.236627541
RDH5	-0.394434174	0.752168524
AGAP2	0.186790707	0.827382518
BLOC1S1	-0.152686387	0.452194547
CDK4	-0.460859516	0.000726418
TROAP	-0.330211516	0.027899486
TSPAN31	-0.157609289	0.182370513
B4GALNT1	-0.129679722	0.948309551
COQ10A	0.518930963	0.001894118
PAN2	-0.401379889	0.010279367
ESPL1	-0.315828143	0.055841839
KRT7	-0.222196197	0.662151045
ZC3H10	0.124815386	0.36409078
HNRNPA1	-0.185755808	0.041053137
ACVR1B	0.025899722	0.835546167
OS9	0.270509815	0.006971331
KCNH3	1.393312471	0.000592235
LTV1	-0.217637196	0.047582903
MAP7	-0.427960109	0.030140196
CD164	-0.354068607	0.002518853
AFG1L	-0.184473854	0.193885841
NHSL1	-0.288023871	0.115156552
AHI1	-0.26119685	0.034547899
PKIB	-0.467344948	0.236354794
SMPD2	0.016882215	0.903274241
MICAL1	0.066776912	0.678848104
REPS1	-0.301911117	0.002481299
STX11	0.082281575	0.925902541
TEC	0.054448368	0.977532752
PRADC1	-0.215483037	0.165619564
SEMA4F	1.210496342	0.000264019
CCT7	-0.127721038	0.072712398
RAB11FIP5	0.184956989	0.073264426
SMYD5	-0.45596342	0.000663976
DYSF	-0.437609339	0.065664673
CCDC142	0.332261004	0.035596976
KCNMB4	-0.347561675	0.079776005
USP15	0.984791794	2.86E-05
GNS	0.592627467	0.001262906
CPM	-0.127761927	0.750965144
KLHL36	0.135115246	0.165923671
BCO1	0.352127498	0.486619222
MPHOSPH6	-0.713848446	5.86E-05
KIAA0513	0.77784788	0.001162242
DYNC1LI2	-0.063073906	0.371361756
FBXL8	0.8012644	0.00578159
CCDC102A	0.499911643	0.073621142
SLC9A5	0.597953852	0.116254034
AGT	-0.210241153	0.861581849
PCNX2	0.080762751	0.603490379
KCNK1	-0.457198045	0.649852078
URB2	-0.319633496	0.008729155
CAPN9	-0.021675361	0.96554387
COG2	0.257535437	0.025919484
ABCB10	-0.103633043	0.150961888
NTPCR	-0.0011673	0.990099086
GLUL	0.473839629	0.046560676
STX6	-0.597471464	0.000133293
RNASEL	0.658085859	0.01171108
KIAA1614	0.400034086	0.230105427
CEP350	0.076528676	0.342901646
NPL	-0.297454448	0.207362521
NIBAN1	0.06940306	0.769541978
PIGC	-0.128835554	0.228615814
LAMC1	0.021002558	0.865346279
RC3H1	0.227070299	0.007085091
MRPL44	-0.04227086	0.5000331
DOCK10	-0.430112604	0.751212788
TTLL4	-0.413834719	0.002623783
USP37	-0.312248565	0.006404016
ITM2C	0.295109418	0.021168499
SLC19A3	-0.505368945	0.585396194
SERPINE2	-0.132928452	0.88016238
DNAJB2	0.344549727	0.012524764
WNT10A	0.690383802	0.03965168
TMBIM1	-0.043660577	0.704654578
CYP27A1	0.301539589	0.726663758
EIF4E2	0.630746594	0.000156587
ARMC9	0.110004386	0.448562207
CAB39	-0.20502661	0.004421905
COX5B	0.116885771	0.442586
REV1	-0.179276436	0.029274802
TSGA10	0.038357684	0.894083713
MFSD9	-0.026503919	0.73107637
TMEM127	0.236960247	0.011164022
EDAR	0.411179586	0.744440457
TGFBRAP1	0.013224933	0.850636147
GCC2	0.207609478	0.026109458
MRPS9	0.20201311	0.091475239
C2orf49	0.163302518	0.084719187
ANKRD36	-0.265119382	0.19736265
ARHGEF4	0.664746593	0.073264426
ISCU	-0.033388383	0.750584731
ALDH1L2	-0.65014586	0.117109143
USP44	-0.090865541	0.777708581
SCYL2	-0.050064552	0.512384177
CKAP4	0.362075384	0.040220764
PLXNC1	-0.624276316	0.122077764
APPL2	0.170362236	0.116254034
PWP1	-0.18240403	0.04008409
DRAM1	0.829834575	0.000234642
WASHC4	0.049701593	0.556961715
SLC41A2	0.349162036	0.006087774
VILL	0.133003397	0.818795892
FLNB	0.075799121	0.652966817
NEK3	-0.487818536	0.067297569
VPS36	-0.491150335	0.000755369
RNASEH2B	-0.237578969	0.051928706
CKAP2	-0.259843243	0.00446034
TBC1D4	0.118008314	0.28755361
THSD1	-0.127835884	0.872719493
BORA	-0.473462973	0.003229978
LRCH1	-0.383636766	0.010032109
SUCLA2	-0.065388794	0.366674737
RCBTB1	-0.081419605	0.589058856
PHF11	0.213423191	0.34397995
COG3	-0.058568797	0.397931227
LMO7	-0.393843609	0.006568003
SCEL	-0.282033369	0.729206736
ITM2B	0.193300532	0.03722471
SPRY2	-0.569264198	0.022100649
NUDT15	1.658598983	5.69E-05
RCBTB2	0.084503063	0.679058243
LCP1	-0.724619442	0.037219479
SCRN1	-0.01109692	0.914219944
C7orf25	-0.144548979	0.345265835
TNS3	0.419816594	0.010911234
CHST12	0.693429146	5.41E-05
IGF2BP3	-0.405070154	0.023660088
GPNMB	-0.120241697	0.787630152
RAPGEF5	-0.162008991	0.689986745
RAC1	-0.152885332	0.007690579
KDELR2	0.019445278	0.839734897
NUP42	-0.126398032	0.177037961
IL6	0.743315216	0.552465628
ZDHHC4	-0.192808673	0.02314302
AOAH	2.101025187	0.112816183
BZW2	-0.425990996	0.002855321
TBRG4	-0.169923187	0.006260876
DDX56	-0.176701674	0.041417219
HUS1	-0.210802779	0.022542744
NACAD	-0.6104913	0.417053583
DBNL	-0.270245004	0.002807333
CCM2	-0.202369801	0.051799763
MYO1G	-1.341461626	0.837759849
TTYH3	0.483284564	0.009365428
CIDEB	0.322120113	0.083041149
TTC5	-0.1360082	0.238255786
MTHFS	-0.110752698	0.564329899
ADAMTS7	0.339081748	0.235059897
ABHD17C	-0.235367427	0.005774164
IREB2	0.017013518	0.808417844
CIB2	0.453017694	0.324628857
CALCOCO2	-0.043977508	0.683350952
RSAD1	0.113610359	0.452706476
NMT1	-0.282486467	0.00016617
MYCBPAP	0.081505165	0.943310033
SRSF1	-0.077506233	0.37712161
TACO1	-0.024967107	0.802612063
TEX2	0.124124553	0.12314514
DCAF7	0.078686293	0.231400564
LIMD2	0.144231038	0.665141275
KAT7	-0.035524514	0.570258932
RTP4	0.564570108	0.380758689
NDUFB5	0.113161909	0.102411812
MRPL47	-0.238826737	0.02453637
TRA2B	-0.225239571	0.058322604
SCN2A	-1.401003446	0.194534824
MARCHF7	0.073645156	0.260066752
ERMN	0.141022671	0.952011176
GALNT5	-1.125462337	0.405050351
SCN7A	-1.240442979	0.353971119
TANK	-0.653919827	0.000427348
EPRS1	-0.289731407	0.007294515
VPS45	0.101874774	0.287754183
KCTD3	-0.074052952	0.20814009
RPS6KC1	-0.466672318	0.000366554
CBWD2	-0.123567894	0.138893182
IL1RN	0.639996371	0.393054372
IL36RN	0.555391519	0.313446305
SMPD4	-0.262405371	0.00699411
WDR33	0.079390424	0.14985451
CCDC115	0.124229163	0.187624984
BIN1	0.088362918	0.175832393
IMP4	-0.236974367	0.030383984
HS6ST1	1.73431717	3.73E-06
UGGT1	-0.006028623	0.965747732
STAM	-0.275305163	0.001765905
ABI1	-0.101500691	0.152323039
YME1L1	-0.110481807	0.060812877
NIPSNAP3A	0.146672657	0.218222612
LRRC8A	0.130283001	0.40388165
ODF2	-0.378923646	0.001377259
ECPAS	-0.069192063	0.427825126
TOR1B	0.128377793	0.190492158
C9orf78	-0.135798641	0.021998856
SMC2	-0.348920363	0.013398999
TOR1A	0.035242394	0.633896297
RALGPS1	1.070282641	0.001963203
ST6GALNAC4	0.200559864	0.160465733
TMOD1	0.233132047	0.126196985
DAB2IP	0.57548479	0.002244192
STXBP1	0.374262807	0.005342706
SLC2A8	0.347821655	0.036463343
ANGPTL2	0.191937271	0.855835485
CDK5RAP2	-0.106264881	0.271304307
SLC31A2	0.125602934	0.622882979
SLC31A1	0.033894452	0.688433559
TLR4	-0.498266768	0.495493738
STX17	-0.370710084	0.000858062
PRPF4	-0.196957666	0.076411503
FPGS	0.053079299	0.673128678
USP20	0.143021188	0.121304598
ATP6V1G1	-0.035039459	0.632563823
TEX10	0.030585471	0.824128483
GARNL3	1.069746784	0.007966745
MRPL50	-0.05061057	0.567097948
DPM2	-0.253586943	0.017351102
TSTD2	0.161031114	0.120375765
GABBR2	0.542481863	0.376189908
PSMB7	-0.295429576	0.002326653
TRMO	0.032009107	0.829029872
RABEPK	-0.305907443	0.014563059
GOLGA1	0.177025362	0.042617971
NCBP1	0.192445721	0.065519891
PDCL	0.000308026	0.998331944
RPL35	-0.086341702	0.722500424
CTSV	-0.098575169	0.391770777
ARPC5L	-0.150219916	0.117098009
DSCC1	-0.820651649	0.000316197
DERL1	0.153025666	0.066627568
CCN3	-0.236412964	0.739067813
DMAC1	-0.03546535	0.887524014
RANBP6	-0.267915956	0.027772844
POLR1E	-0.46682185	0.001540841
PLAA	-0.246939113	0.017886432
IL11RA	0.865346936	0.00562496
UBAP2	0.146136148	0.063889713
APTX	-0.270092981	0.00447934
RNF38	-0.366133849	0.000940738
TLN1	1.77509231	1.01E-05
DNAJB5	0.366226214	0.119206754
DCTN3	-0.137128006	0.123389214
TMEM8B	0.401420469	0.145632148
ALDH1B1	0.065104816	0.617555496
HINT2	-0.198128864	0.378804196
ARHGEF39	-0.482390884	0.014374762
IGFBPL1	0.355636476	0.547016647
DENND4C	0.315041914	0.040786015
RPS6	-0.163100566	0.040786015
CNPY3	0.218545065	0.045927203
PPIL1	-0.432473481	0.000165071
KLC4	0.353733411	0.027828685
KIF13A	-0.186163991	0.249877237
GMPR	0.070250425	0.903104851
CMTR1	0.199703689	0.040786015
YIPF3	0.217376977	0.015799249
TMEM14B	-0.30197677	0.003042665
TMEM63B	0.376519154	0.007895834
FRS3	-0.041284022	0.865290114
TJAP1	-0.153470246	0.245612033
KIAA0319	-0.351708329	0.371922152
SLC22A23	0.681087331	0.0046927
TUBB2A	0.028441764	0.856675042
LRRC1	-0.101364187	0.367275218
BPHL	-0.298185	0.036463343
RIPK1	0.253782306	0.006556335
TUBB2B	0.24649682	0.116877848
UQCC2	-0.133185946	0.46364488
FLOT1	-0.367063426	0.004753774
IER3	-0.904868411	0.012758649
MDC1	-0.367987435	0.002326653
PGBD1	-0.296985584	0.2396599
ATAT1	-0.019557651	0.923573982
TPMT	-0.180745428	0.101260669
RNF144B	-0.171012558	0.326082439
NRM	-0.073262496	0.664515839
MTCH1	-0.098306415	0.152890421
VARS2	-0.085410121	0.384031652
FAM8A1	0.336849941	0.004710645
C6orf52	-0.352928545	0.475552794
FGFBP1	0.107015199	0.593539135
CPEB2	-0.078320986	0.704450134
FHDC1	0.233191417	0.446310912
TLR2	0.763681286	0.147366841
MGARP	-0.502049938	0.685332047
MYO7A	0.63202629	0.013177123
FCHSD2	0.112955569	0.320894308
ANKRD42	0.242218817	0.143843518
IL18BP	-0.235292352	0.12515569
NUMA1	-0.021112487	0.885832631
CCDC90B	-0.520593351	0.000257722
SYTL2	0.085448135	0.6380608
RAB30	0.210186788	0.098063701
PRCP	0.239356557	0.030306293
NARS2	-0.0595727	0.57904372
RNF121	0.113357074	0.194228352
MRPL15	-0.266434338	0.004325688
TTPA	-0.146229486	0.962284383
GGH	-0.185611562	0.118836306
SLCO5A1	-0.110454858	0.958779794
SULF1	-0.113558388	0.906613417
SDCBP	-0.257906962	0.004092201
NEK1	-0.061913773	0.540590352
DDX60	-0.008239739	0.983106512
SORL1	-0.353367684	0.273934445
TMPRSS4	0.330858651	0.625866441
BUD13	-0.412641458	0.002092524
MMP7	0.260505194	0.768688603
CFAP300	-0.525713222	0.213417818
DCUN1D5	-0.703327405	4.95E-05
SLC37A4	-0.357875247	0.008437169
RDX	0.309238773	0.113193997
PPP2R1B	-0.247078246	0.007226913
FDX1	-0.188843053	0.031930106
C11orf1	-0.970496229	0.000692675
FXYD6	0.897004463	0.367031936
ARHGAP20	-0.182063539	0.888835735
MMP13	0.186029306	0.900823271
TMPRSS13	-0.110674488	0.883098682
CASP1	-0.003948887	0.979403854
ALKBH8	-0.075996221	0.547975172
MAP2K5	0.253691673	0.075988942
SQOR	-0.059835752	0.748183124
CTDSPL2	-0.424008912	0.002320984
THBS1	-0.614919509	0.176023981
MAPKBP1	0.21370858	0.065451274
NUSAP1	-0.432799646	0.007801631
NDUFAF1	-0.022937627	0.855022446
KIF23	-0.620503588	0.000661123
ITGA11	-1.348320911	0.461295099
KNL1	-0.361816696	0.019596649
HAUS2	-0.288815839	0.009404761
PARP6	-0.103925991	0.446359288
RPLP1	-0.103852872	0.442037664
PAQR5	-0.282872324	0.084719187
LRRC49	-0.261122664	0.085859228
TUBGCP4	0.022951614	0.868807255
RMDN3	0.630900064	0.000160387
ITPKA	0.696514922	0.067906599
UACA	-0.316454397	0.00338862
PLCB2	0.287682064	0.821267827
TMEM62	-0.293553254	0.012461462
ADAM10	-0.024829879	0.759878713
DUOX1	0.513435985	0.388208353
STRA6	0.670923726	0.118994406
CYP19A1	0.054024499	0.957442061
SEMA6D	-2.344677537	0.093377754
BCL2L10	0.483666217	0.697718167
RSL24D1	-0.138569741	0.204562403
SPTBN5	0.21437631	0.591475411
GCOM1	-0.052043613	0.9624354
GCHFR	0.283761241	0.138948611
BCAR3	-0.190166489	0.186401078
TTLL7	-0.529192845	0.191152031
FNBP1L	-0.261448245	0.02507973
KYAT3	0.120830142	0.184138081
RABGGTB	-0.208285521	0.059414073
IFI44L	0.68212761	0.569732332
GIPC2	-0.370165078	0.611210116
ARHGAP29	-0.382425607	0.058375868
IFI44	0.338997972	0.362060782
SLC44A5	0.100893019	0.52127397
CLCA2	0.731250367	0.674201172
DBT	-0.240642615	0.099670361
RTCA	-0.212760708	0.005311753
IFT172	-0.007401403	0.971437398
SELENOI	0.281816427	0.012639815
CGREF1	-0.195803171	0.353698619
HADHB	0.110108701	0.092097282
KHK	0.267041706	0.05339833
ADCY3	-0.190691873	0.111610283
PPM1B	0.15462002	0.0682452
PNPT1	-0.147224097	0.432396927
DYNC2LI1	-0.128480367	0.414532815
THUMPD2	-0.074565433	0.592201366
CYP1B1	0.095914595	0.805963604
RAB1A	-1.469433257	0.000152548
ACTR2	-0.13823849	0.029381883
SLC5A6	-0.034878628	0.737600416
PREPL	-0.598307858	0.000210964
SLC3A1	-0.596445225	0.108423215
EMILIN1	0.320467022	0.326567285
FBXO11	0.029763839	0.785601002
ATRAID	-0.004722032	0.967468347
CENPO	-0.331140023	0.004021818
TRIM54	0.132870583	0.942359709
DTNB	0.049785345	0.725594332
ACTR1A	-0.125662655	0.078757763
CYP2C9	-0.045352723	0.984934057
MFSD13A	0.289496801	0.155038161
CYP2C8	1.673367339	0.25857358
MYOF	-0.203595917	0.092242584
LOXL4	0.397252207	0.745986102
STAMBPL1	-0.904955812	0.001774797
CH25H	-0.291547044	0.775176762
ATAD1	-0.163109632	0.033130116
BTBD16	0.669916191	0.284057921
KIF11	0.377539019	0.007642305
CUZD1	-1.699818131	0.416155245
TACC2	1.093611177	0.000263817
DUSP5	-0.020579022	0.940822842
CALHM2	0.180849638	0.604383484
ARL3	0.276429837	0.040291054
CEP55	-0.59000944	0.001607471
KIF20B	-0.498567134	0.001065974
ENTPD1	-0.371498835	0.058379539
EXOC6	-0.14177657	0.109968838
PLCE1	0.029877465	0.907720887
RBP4	0.128578109	0.685332047
DBR1	-0.140143463	0.177924937
DNAJC13	0.008716981	0.920574871
GPR87	-0.807668918	0.067297569
ANXA7	-0.463137708	6.47E-05
FAM149B1	-0.2316366	0.023026322
ZNF365	-0.93649418	0.021039078
ADAMTS14	0.216457556	0.671767863
RPS24	-0.173754143	0.226087564
TET1	-0.808611512	0.009013342
DNA2	-0.292596455	0.050254308
MYPN	-0.568338657	0.119727564
AOX1	-0.533869909	0.481501592
ATIC	-0.103666523	0.255275931
BARD1	-0.173590239	0.14654406
ASNSD1	0.023775484	0.833899143
METTL5	-0.146343422	0.178804376
SSB	-0.086402558	0.339490563
CDK15	-1.841354912	0.07114795
PPIG	-0.119706794	0.041602689
FASTKD1	-0.112915602	0.260361988
MDH1B	-0.172912938	0.788929152
HECW2	-0.034193306	0.953316783
IDH1	0.346132653	0.000110278
OLA1	-0.112925663	0.224998955
ITPRID2	-0.601541813	5.65E-05
CHRNA1	0.202019343	0.896792873
FAM117B	0.360777294	0.012174722
WDR12	-1.509133873	3.73E-06
ABI2	-0.369606157	0.00029614
ITGAV	0.010501208	0.954640052
SLC40A1	0.426162012	0.074166658
SLC35A5	-0.167876544	0.018871222
SLC49A4	0.327364156	0.00610154
SENP7	-0.234242997	0.15309929
COX17	-0.416920394	0.112352183
MNS1	-0.715283949	0.003197131
USP8	-0.397017253	0.000160277
SECISBP2L	0.583483607	0.000186648
TMOD3	-0.377845096	0.000574721
SPPL2A	0.404299344	0.000692675
GLCE	0.196302125	0.182497203
SHF	0.10983884	0.850795071
APH1B	-0.173902779	0.342642372
INTS14	0.005232201	0.952791817
PARP16	0.228463156	0.137378914
PPCDC	-0.310067813	0.009956155
HCN4	1.618004155	0.090618102
SEMA7A	0.026125626	0.93559449
UBL7	0.439186836	0.000533369
ARHGAP24	-0.022492008	0.978815358
FAM13A	-0.126065719	0.26472467
HERC3	-0.224981854	0.093275523
HERC6	0.487229617	0.102478046
HERC5	-0.217842346	0.615454845
NDST4	-0.536256336	0.738105852
ZGRF1	-0.516660124	0.006236984
AP1AR	-0.263708511	0.014718336
COPS4	0.00501882	0.954813728
PRKG2	-0.401333696	0.411989032
